,feature name,rank
2382,CKSAAP_HL.gap1,2525
2383,CKSAAP_HN.gap1,2525
2365,CKSAAP_GM.gap1,2525
2363,CKSAAP_GK.gap1,2525
2362,CKSAAP_GI.gap1,2525
2360,CKSAAP_GG.gap1,2525
2341,CKSAAP_FG.gap1,2525
2342,CKSAAP_FH.gap1,2525
2343,CKSAAP_FI.gap1,2525
2344,CKSAAP_FK.gap1,2525
2345,CKSAAP_FL.gap1,2525
2346,CKSAAP_FM.gap1,2525
2347,CKSAAP_FN.gap1,2525
2473,CKSAAP_NP.gap1,2525
2348,CKSAAP_FP.gap1,2525
2350,CKSAAP_FR.gap1,2525
2351,CKSAAP_FS.gap1,2525
2352,CKSAAP_FT.gap1,2525
2353,CKSAAP_FV.gap1,2525
2354,CKSAAP_FY.gap1,2525
2356,CKSAAP_GC.gap1,2525
2357,CKSAAP_GD.gap1,2525
2349,CKSAAP_FQ.gap1,2525
2646,CKSAAP_DD.gap2,2525
2474,CKSAAP_NQ.gap1,2525
2476,CKSAAP_NS.gap1,2525
2587,CKSAAP_VP.gap1,2525
2588,CKSAAP_VQ.gap1,2525
2589,CKSAAP_VR.gap1,2525
2590,CKSAAP_VS.gap1,2525
2591,CKSAAP_VT.gap1,2525
2592,CKSAAP_VV.gap1,2525
2593,CKSAAP_VY.gap1,2525
2594,CKSAAP_WA.gap1,2525
2595,CKSAAP_WD.gap1,2525
2596,CKSAAP_WG.gap1,2525
2597,CKSAAP_WK.gap1,2525
2598,CKSAAP_WL.gap1,2525
2599,CKSAAP_WV.gap1,2525
2600,CKSAAP_WY.gap1,2525
2601,CKSAAP_YA.gap1,2525
2586,CKSAAP_VN.gap1,2525
2602,CKSAAP_YD.gap1,2525
2585,CKSAAP_VM.gap1,2525
2582,CKSAAP_VI.gap1,2525
2566,CKSAAP_TN.gap1,2525
2567,CKSAAP_TP.gap1,2525
2568,CKSAAP_TQ.gap1,2525
2569,CKSAAP_TR.gap1,2525
2570,CKSAAP_TS.gap1,2525
2571,CKSAAP_TT.gap1,2525
2573,CKSAAP_TW.gap1,2525
2574,CKSAAP_TY.gap1,2525
2575,CKSAAP_VA.gap1,2525
2576,CKSAAP_VC.gap1,2525
2577,CKSAAP_VD.gap1,2525
2578,CKSAAP_VE.gap1,2525
2579,CKSAAP_VF.gap1,2525
2580,CKSAAP_VG.gap1,2525
2581,CKSAAP_VH.gap1,2525
2584,CKSAAP_VL.gap1,2525
2565,CKSAAP_TM.gap1,2525
2603,CKSAAP_YE.gap1,2525
2605,CKSAAP_YG.gap1,2525
2630,CKSAAP_AQ.gap2,2525
2631,CKSAAP_AR.gap2,2525
2632,CKSAAP_AS.gap2,2525
2633,CKSAAP_AT.gap2,2525
2634,CKSAAP_AV.gap2,2525
2635,CKSAAP_AY.gap2,2525
2636,CKSAAP_CA.gap2,2525
2637,CKSAAP_CE.gap2,2525
2638,CKSAAP_CG.gap2,2525
2639,CKSAAP_CI.gap2,2525
2640,CKSAAP_CK.gap2,2525
2641,CKSAAP_CL.gap2,2525
2642,CKSAAP_CS.gap2,2525
2643,CKSAAP_CV.gap2,2525
2644,CKSAAP_DA.gap2,2525
2628,CKSAAP_AN.gap2,2525
2604,CKSAAP_YF.gap1,2525
2627,CKSAAP_AM.gap2,2525
2624,CKSAAP_AI.gap2,2525
2606,CKSAAP_YI.gap1,2525
2607,CKSAAP_YK.gap1,2525
2608,CKSAAP_YL.gap1,2525
2610,CKSAAP_YP.gap1,2525
2611,CKSAAP_YQ.gap1,2525
2612,CKSAAP_YR.gap1,2525
2613,CKSAAP_YS.gap1,2525
2614,CKSAAP_YT.gap1,2525
2615,CKSAAP_YV.gap1,2525
2616,CKSAAP_YY.gap1,2525
2618,CKSAAP_AC.gap2,2525
2619,CKSAAP_AD.gap2,2525
2620,CKSAAP_AE.gap2,2525
2621,CKSAAP_AF.gap2,2525
2623,CKSAAP_AH.gap2,2525
2625,CKSAAP_AK.gap2,2525
2564,CKSAAP_TL.gap1,2525
2563,CKSAAP_TK.gap1,2525
2562,CKSAAP_TI.gap1,2525
2502,CKSAAP_QE.gap1,2525
2503,CKSAAP_QF.gap1,2525
2504,CKSAAP_QG.gap1,2525
2505,CKSAAP_QH.gap1,2525
2506,CKSAAP_QI.gap1,2525
2507,CKSAAP_QK.gap1,2525
2508,CKSAAP_QL.gap1,2525
2509,CKSAAP_QN.gap1,2525
2510,CKSAAP_QP.gap1,2525
2511,CKSAAP_QQ.gap1,2525
2512,CKSAAP_QR.gap1,2525
2513,CKSAAP_QS.gap1,2525
2514,CKSAAP_QT.gap1,2525
2516,CKSAAP_QY.gap1,2525
2517,CKSAAP_RA.gap1,2525
2501,CKSAAP_QD.gap1,2525
2518,CKSAAP_RD.gap1,2525
2500,CKSAAP_QA.gap1,2525
2498,CKSAAP_PV.gap1,2525
2478,CKSAAP_NV.gap1,2525
2479,CKSAAP_NW.gap1,2525
2480,CKSAAP_NY.gap1,2525
2481,CKSAAP_PA.gap1,2525
2482,CKSAAP_PC.gap1,2525
2483,CKSAAP_PD.gap1,2525
2484,CKSAAP_PE.gap1,2525
2485,CKSAAP_PF.gap1,2525
2487,CKSAAP_PH.gap1,2525
2488,CKSAAP_PI.gap1,2525
2491,CKSAAP_PM.gap1,2525
2492,CKSAAP_PN.gap1,2525
2494,CKSAAP_PQ.gap1,2525
2495,CKSAAP_PR.gap1,2525
2497,CKSAAP_PT.gap1,2525
2499,CKSAAP_PY.gap1,2525
2519,CKSAAP_RE.gap1,2525
2520,CKSAAP_RF.gap1,2525
2521,CKSAAP_RG.gap1,2525
2545,CKSAAP_SM.gap1,2525
2546,CKSAAP_SN.gap1,2525
2547,CKSAAP_SP.gap1,2525
2548,CKSAAP_SQ.gap1,2525
2550,CKSAAP_SS.gap1,2525
2551,CKSAAP_ST.gap1,2525
2552,CKSAAP_SV.gap1,2525
2553,CKSAAP_SW.gap1,2525
2554,CKSAAP_SY.gap1,2525
2556,CKSAAP_TC.gap1,2525
2557,CKSAAP_TD.gap1,2525
2558,CKSAAP_TE.gap1,2525
2559,CKSAAP_TF.gap1,2525
2560,CKSAAP_TG.gap1,2525
2561,CKSAAP_TH.gap1,2525
2543,CKSAAP_SK.gap1,2525
2541,CKSAAP_SH.gap1,2525
2540,CKSAAP_SG.gap1,2525
2539,CKSAAP_SF.gap1,2525
2522,CKSAAP_RH.gap1,2525
2523,CKSAAP_RI.gap1,2525
2525,CKSAAP_RL.gap1,2525
2526,CKSAAP_RM.gap1,2525
2527,CKSAAP_RN.gap1,2525
2528,CKSAAP_RP.gap1,2525
2529,CKSAAP_RQ.gap1,2525
2475,CKSAAP_NR.gap1,2525
2530,CKSAAP_RR.gap1,2525
2532,CKSAAP_RT.gap1,2525
2533,CKSAAP_RV.gap1,2525
2534,CKSAAP_RY.gap1,2525
2535,CKSAAP_SA.gap1,2525
2536,CKSAAP_SC.gap1,2525
2537,CKSAAP_SD.gap1,2525
2538,CKSAAP_SE.gap1,2525
2531,CKSAAP_RS.gap1,2525
2805,CKSAAP_MS.gap2,2525
2984,CKSAAP_CV.gap3,2525
2807,CKSAAP_MV.gap2,2525
3231,CKSAAP_SW.gap3,2525
3232,CKSAAP_SY.gap3,2525
3234,CKSAAP_TC.gap3,2525
3235,CKSAAP_TD.gap3,2525
3236,CKSAAP_TE.gap3,2525
3237,CKSAAP_TF.gap3,2525
3239,CKSAAP_TH.gap3,2525
3240,CKSAAP_TI.gap3,2525
3241,CKSAAP_TK.gap3,2525
3242,CKSAAP_TL.gap3,2525
3243,CKSAAP_TM.gap3,2525
3244,CKSAAP_TN.gap3,2525
3245,CKSAAP_TP.gap3,2525
3246,CKSAAP_TQ.gap3,2525
3247,CKSAAP_TR.gap3,2525
3230,CKSAAP_SV.gap3,2525
3810,OVP_Polar_C1,2525
3229,CKSAAP_ST.gap3,2525
3227,CKSAAP_SR.gap3,2525
3211,CKSAAP_RV.gap3,2525
3212,CKSAAP_RY.gap3,2525
3214,CKSAAP_SC.gap3,2525
3215,CKSAAP_SD.gap3,2525
3216,CKSAAP_SE.gap3,2525
3217,CKSAAP_SF.gap3,2525
3218,CKSAAP_SG.gap3,2525
3219,CKSAAP_SH.gap3,2525
3220,CKSAAP_SI.gap3,2525
3221,CKSAAP_SK.gap3,2525
3222,CKSAAP_SL.gap3,2525
3223,CKSAAP_SM.gap3,2525
3224,CKSAAP_SN.gap3,2525
3225,CKSAAP_SP.gap3,2525
3226,CKSAAP_SQ.gap3,2525
3228,CKSAAP_SS.gap3,2525
3210,CKSAAP_RT.gap3,2525
3249,CKSAAP_TT.gap3,2525
3254,CKSAAP_VD.gap3,2525
3275,CKSAAP_YF.gap3,2525
3276,CKSAAP_YG.gap3,2525
3277,CKSAAP_YI.gap3,2525
3278,CKSAAP_YK.gap3,2525
3279,CKSAAP_YL.gap3,2525
3280,CKSAAP_YM.gap3,2525
3281,CKSAAP_YN.gap3,2525
3282,CKSAAP_YP.gap3,2525
3283,CKSAAP_YQ.gap3,2525
3284,CKSAAP_YR.gap3,2525
3285,CKSAAP_YS.gap3,2525
3286,CKSAAP_YT.gap3,2525
3288,CKSAAP_YY.gap3,2525
3809,OVP_Positive_C1,2525
3808,OVP_Negative_C1,2525
3274,CKSAAP_YE.gap3,2525
3250,CKSAAP_TV.gap3,2525
3273,CKSAAP_YD.gap3,2525
3271,CKSAAP_WA.gap3,2525
3255,CKSAAP_VE.gap3,2525
3256,CKSAAP_VF.gap3,2525
3257,CKSAAP_VG.gap3,2525
3258,CKSAAP_VH.gap3,2525
3259,CKSAAP_VI.gap3,2525
3260,CKSAAP_VK.gap3,2525
3262,CKSAAP_VM.gap3,2525
3263,CKSAAP_VN.gap3,2525
3264,CKSAAP_VP.gap3,2525
3265,CKSAAP_VQ.gap3,2525
3266,CKSAAP_VR.gap3,2525
3267,CKSAAP_VS.gap3,2525
3268,CKSAAP_VT.gap3,2525
3269,CKSAAP_VV.gap3,2525
3270,CKSAAP_VY.gap3,2525
3272,CKSAAP_YA.gap3,2525
3807,OVP_Aromatic_C1,2525
3209,CKSAAP_RS.gap3,2525
3207,CKSAAP_RQ.gap3,2525
3151,CKSAAP_NI.gap3,2525
3152,CKSAAP_NK.gap3,2525
3153,CKSAAP_NL.gap3,2525
3154,CKSAAP_NM.gap3,2525
3156,CKSAAP_NP.gap3,2525
3157,CKSAAP_NQ.gap3,2525
3158,CKSAAP_NR.gap3,2525
3159,CKSAAP_NS.gap3,2525
3160,CKSAAP_NT.gap3,2525
3161,CKSAAP_NV.gap3,2525
3162,CKSAAP_NY.gap3,2525
3163,CKSAAP_PA.gap3,2525
3164,CKSAAP_PD.gap3,2525
3165,CKSAAP_PE.gap3,2525
3166,CKSAAP_PF.gap3,2525
3150,CKSAAP_NH.gap3,2525
3167,CKSAAP_PG.gap3,2525
3149,CKSAAP_NG.gap3,2525
3147,CKSAAP_NE.gap3,2525
3132,CKSAAP_ME.gap3,2525
3133,CKSAAP_MF.gap3,2525
3134,CKSAAP_MG.gap3,2525
3135,CKSAAP_MI.gap3,2525
3136,CKSAAP_MK.gap3,2525
3137,CKSAAP_ML.gap3,2525
3138,CKSAAP_MP.gap3,2525
3139,CKSAAP_MQ.gap3,2525
3140,CKSAAP_MR.gap3,2525
3141,CKSAAP_MS.gap3,2525
3142,CKSAAP_MT.gap3,2525
3143,CKSAAP_MV.gap3,2525
3144,CKSAAP_NA.gap3,2525
3145,CKSAAP_NC.gap3,2525
3146,CKSAAP_ND.gap3,2525
3148,CKSAAP_NF.gap3,2525
3208,CKSAAP_RR.gap3,2525
3168,CKSAAP_PH.gap3,2525
3170,CKSAAP_PK.gap3,2525
3191,CKSAAP_QQ.gap3,2525
3192,CKSAAP_QR.gap3,2525
3193,CKSAAP_QS.gap3,2525
3194,CKSAAP_QT.gap3,2525
3195,CKSAAP_QV.gap3,2525
3196,CKSAAP_QY.gap3,2525
3197,CKSAAP_RA.gap3,2525
3198,CKSAAP_RD.gap3,2525
3199,CKSAAP_RE.gap3,2525
3200,CKSAAP_RF.gap3,2525
3201,CKSAAP_RG.gap3,2525
3203,CKSAAP_RK.gap3,2525
3204,CKSAAP_RL.gap3,2525
3205,CKSAAP_RN.gap3,2525
3206,CKSAAP_RP.gap3,2525
3190,CKSAAP_QP.gap3,2525
3169,CKSAAP_PI.gap3,2525
3189,CKSAAP_QN.gap3,2525
3187,CKSAAP_QK.gap3,2525
3171,CKSAAP_PL.gap3,2525
3172,CKSAAP_PN.gap3,2525
3173,CKSAAP_PP.gap3,2525
3175,CKSAAP_PR.gap3,2525
3176,CKSAAP_PS.gap3,2525
3177,CKSAAP_PT.gap3,2525
3178,CKSAAP_PV.gap3,2525
3179,CKSAAP_PY.gap3,2525
3180,CKSAAP_QA.gap3,2525
3181,CKSAAP_QD.gap3,2525
3182,CKSAAP_QE.gap3,2525
3183,CKSAAP_QF.gap3,2525
3184,CKSAAP_QG.gap3,2525
3185,CKSAAP_QH.gap3,2525
3186,CKSAAP_QI.gap3,2525
3188,CKSAAP_QL.gap3,2525
3131,CKSAAP_MD.gap3,2525
3806,OVP_Imino_acid_N4,2525
3803,OVP_Tiny_N4,2525
3789,OVP_Positive_N3,2525
3465,ABHPRK__22,2525
3467,ABHPRK__24,2525
3468,ABHPRK__25,2525
3469,ABHPRK__27,2525
3470,ABHPRK__28,2525
3471,ABHPRK__29,2525
3472,ABHPRK__30,2525
3473,ABHPRK__31,2525
3474,ABHPRK__32,2525
3475,ABHPRK__33,2525
3476,ABHPRK__34,2525
3477,ABHPRK__35,2525
3482,ABHPRK__41,2525
3487,ABHPRK__47,2525
3791,OVP_Hydrophobic_N3,2525
3488,ABHPRK__48,2525
3792,OVP_Aliphatic_N3,2525
3460,ABHPRK__16,2525
3799,OVP_Positive_N4,2525
3437,Length,2525
3443,Aromaticity,2525
3447,ABHPRK__1,2525
3448,ABHPRK__2,2525
3797,OVP_Aromatic_N4,2525
3449,ABHPRK__3,2525
3450,ABHPRK__4,2525
3796,OVP_Imino_acid_N3,2525
3451,ABHPRK__5,2525
3452,ABHPRK__7,2525
3453,ABHPRK__8,2525
3454,ABHPRK__9,2525
3794,OVP_Charged_N3,2525
3459,ABHPRK__15,2525
3793,OVP_Tiny_N3,2525
3436,QSO3_G3,2525
3489,ABHPRK__49,2525
3493,ABHPRK__54,2525
3769,OVP_Positive_N1,2525
3534,ABHPRK__99,2525
3535,ABHPRK__100,2525
3768,OVP_Negative_N1,2525
3536,ABHPRK__101,2525
3767,OVP_Aromatic_N1,2525
3537,ABHPRK__102,2525
3538,ABHPRK__103,2525
3539,ABHPRK__104,2525
3540,ABHPRK__105,2525
3766,OVPC_Imino_acid,2525
3759,OVPC_Positive,2525
3758,OVPC_Negative,2525
3757,OVPC_Aromatic,2525
3751,formula_S,2525
3533,ABHPRK__98,2525
3492,ABHPRK__53,2525
3532,ABHPRK__97,2525
3530,ABHPRK__94,2525
3787,OVP_Aromatic_N3,2525
3786,OVP_Imino_acid_N2,2525
3783,OVP_Tiny_N2,2525
3782,OVP_Aliphatic_N2,2525
3781,OVP_Hydrophobic_N2,2525
3506,ABHPRK__68,2525
3509,ABHPRK__72,2525
3779,OVP_Positive_N2,2525
3510,ABHPRK__73,2525
3511,ABHPRK__74,2525
3778,OVP_Negative_N2,2525
3777,OVP_Aromatic_N2,2525
3775,OVP_Small_N1,2525
3774,OVP_Charged_N1,2525
3526,ABHPRK__90,2525
3772,OVP_Aliphatic_N1,2525
2300,CKSAAP_DD.gap1,2525
3435,QSO3_G2,2525
3429,QSO3_G_Y,2525
3352,SER_A,2525
3353,SER_C,2525
3354,SER_D,2525
3355,SER_E,2525
3356,SER_F,2525
3357,SER_G,2525
3358,SER_H,2525
3359,SER_I,2525
3360,SER_K,2525
3361,SER_L,2525
3362,SER_M,2525
3363,SER_N,2525
3364,SER_P,2525
3365,SER_Q,2525
3366,SER_R,2525
3351,RRI_Y,2525
3367,SER_S,2525
3350,RRI_W,2525
3348,RRI_T,2525
3329,DDR_W,2525
3332,RRI_A,2525
3333,RRI_C,2525
3334,RRI_D,2525
3335,RRI_E,2525
3336,RRI_F,2525
3337,RRI_G,2525
3338,RRI_H,2525
3340,RRI_K,2525
3341,RRI_L,2525
3342,RRI_M,2525
3343,RRI_N,2525
3344,RRI_P,2525
3345,RRI_Q,2525
3346,RRI_R,2525
3349,RRI_V,2525
3434,QSO3_G1,2525
3368,SER_T,2525
3370,SER_W,2525
3390,SEP_W,2525
3391,SEP_Y,2525
3397,QSO3_SC_C,2525
3413,QSO3_G_A,2525
3414,QSO3_G_R,2525
3415,QSO3_G_N,2525
3416,QSO3_G_D,2525
3417,QSO3_G_Q,2525
3418,QSO3_G_E,2525
3419,QSO3_G_G,2525
3420,QSO3_G_H,2525
3421,QSO3_G_I,2525
3424,QSO3_G_M,2525
3425,QSO3_G_F,2525
3426,QSO3_G_P,2525
3389,SEP_V,2525
3369,SER_V,2525
3388,SEP_T,2525
3386,SEP_R,2525
3371,SER_Y,2525
3372,SEP_A,2525
3373,SEP_C,2525
3374,SEP_D,2525
3375,SEP_E,2525
3376,SEP_F,2525
3377,SEP_G,2525
3378,SEP_H,2525
3379,SEP_I,2525
3380,SEP_K,2525
3381,SEP_L,2525
3382,SEP_M,2525
3383,SEP_N,2525
3384,SEP_P,2525
3385,SEP_Q,2525
3387,SEP_S,2525
3130,CKSAAP_MA.gap3,2525
3129,CKSAAP_LY.gap3,2525
3128,CKSAAP_LW.gap3,2525
2910,CKSAAP_TP.gap2,2525
2911,CKSAAP_TQ.gap2,2525
2912,CKSAAP_TR.gap2,2525
2914,CKSAAP_TT.gap2,2525
2915,CKSAAP_TV.gap2,2525
2917,CKSAAP_VA.gap2,2525
2918,CKSAAP_VD.gap2,2525
2919,CKSAAP_VE.gap2,2525
2920,CKSAAP_VF.gap2,2525
2921,CKSAAP_VG.gap2,2525
2922,CKSAAP_VH.gap2,2525
2923,CKSAAP_VI.gap2,2525
2924,CKSAAP_VK.gap2,2525
2925,CKSAAP_VL.gap2,2525
2926,CKSAAP_VM.gap2,2525
2909,CKSAAP_TN.gap2,2525
2927,CKSAAP_VN.gap2,2525
2908,CKSAAP_TL.gap2,2525
2906,CKSAAP_TI.gap2,2525
2890,CKSAAP_SM.gap2,2525
2892,CKSAAP_SP.gap2,2525
2893,CKSAAP_SQ.gap2,2525
2894,CKSAAP_SR.gap2,2525
2895,CKSAAP_SS.gap2,2525
2896,CKSAAP_ST.gap2,2525
2897,CKSAAP_SV.gap2,2525
2898,CKSAAP_SW.gap2,2525
2899,CKSAAP_SY.gap2,2525
2900,CKSAAP_TA.gap2,2525
2901,CKSAAP_TD.gap2,2525
2902,CKSAAP_TE.gap2,2525
2903,CKSAAP_TF.gap2,2525
2904,CKSAAP_TG.gap2,2525
2905,CKSAAP_TH.gap2,2525
2907,CKSAAP_TK.gap2,2525
2889,CKSAAP_SL.gap2,2525
2928,CKSAAP_VP.gap2,2525
3814,OVP_Charged_C1,2525
2951,CKSAAP_YR.gap2,2525
2952,CKSAAP_YS.gap2,2525
2953,CKSAAP_YT.gap2,2525
2954,CKSAAP_YV.gap2,2525
2955,CKSAAP_YY.gap2,2525
2956,CKSAAP_AA.gap3,2525
2957,CKSAAP_AC.gap3,2525
2958,CKSAAP_AD.gap3,2525
2959,CKSAAP_AE.gap3,2525
2960,CKSAAP_AF.gap3,2525
2961,CKSAAP_AG.gap3,2525
2962,CKSAAP_AH.gap3,2525
2963,CKSAAP_AI.gap3,2525
2964,CKSAAP_AK.gap3,2525
2965,CKSAAP_AL.gap3,2525
2950,CKSAAP_YQ.gap2,2525
2930,CKSAAP_VR.gap2,2525
2949,CKSAAP_YP.gap2,2525
2947,CKSAAP_YL.gap2,2525
2932,CKSAAP_VT.gap2,2525
2933,CKSAAP_VV.gap2,2525
2934,CKSAAP_VY.gap2,2525
2935,CKSAAP_WA.gap2,2525
2936,CKSAAP_WK.gap2,2525
2937,CKSAAP_WL.gap2,2525
2938,CKSAAP_WV.gap2,2525
2939,CKSAAP_YA.gap2,2525
2940,CKSAAP_YD.gap2,2525
2941,CKSAAP_YE.gap2,2525
2942,CKSAAP_YF.gap2,2525
2943,CKSAAP_YG.gap2,2525
2944,CKSAAP_YH.gap2,2525
2945,CKSAAP_YI.gap2,2525
2946,CKSAAP_YK.gap2,2525
2948,CKSAAP_YN.gap2,2525
2966,CKSAAP_AM.gap3,2525
2888,CKSAAP_SK.gap2,2525
2886,CKSAAP_SH.gap2,2525
2828,CKSAAP_PC.gap2,2525
2830,CKSAAP_PE.gap2,2525
2831,CKSAAP_PF.gap2,2525
2832,CKSAAP_PG.gap2,2525
2833,CKSAAP_PH.gap2,2525
2834,CKSAAP_PI.gap2,2525
2835,CKSAAP_PK.gap2,2525
2836,CKSAAP_PL.gap2,2525
2837,CKSAAP_PM.gap2,2525
2840,CKSAAP_PQ.gap2,2525
2841,CKSAAP_PR.gap2,2525
2842,CKSAAP_PS.gap2,2525
2843,CKSAAP_PT.gap2,2525
2844,CKSAAP_PV.gap2,2525
2845,CKSAAP_PY.gap2,2525
2827,CKSAAP_PA.gap2,2525
2846,CKSAAP_QA.gap2,2525
2826,CKSAAP_NY.gap2,2525
2824,CKSAAP_NT.gap2,2525
2808,CKSAAP_NA.gap2,2525
2809,CKSAAP_NC.gap2,2525
2810,CKSAAP_ND.gap2,2525
2811,CKSAAP_NE.gap2,2525
2812,CKSAAP_NF.gap2,2525
2813,CKSAAP_NG.gap2,2525
2814,CKSAAP_NH.gap2,2525
2815,CKSAAP_NI.gap2,2525
2816,CKSAAP_NK.gap2,2525
2817,CKSAAP_NL.gap2,2525
2818,CKSAAP_NM.gap2,2525
2819,CKSAAP_NN.gap2,2525
2820,CKSAAP_NP.gap2,2525
2821,CKSAAP_NQ.gap2,2525
2822,CKSAAP_NR.gap2,2525
2825,CKSAAP_NV.gap2,2525
2887,CKSAAP_SI.gap2,2525
2847,CKSAAP_QD.gap2,2525
2849,CKSAAP_QF.gap2,2525
2869,CKSAAP_RI.gap2,2525
2870,CKSAAP_RK.gap2,2525
2871,CKSAAP_RL.gap2,2525
2872,CKSAAP_RN.gap2,2525
2873,CKSAAP_RP.gap2,2525
2874,CKSAAP_RQ.gap2,2525
2876,CKSAAP_RS.gap2,2525
2877,CKSAAP_RT.gap2,2525
2878,CKSAAP_RV.gap2,2525
2879,CKSAAP_RY.gap2,2525
2881,CKSAAP_SC.gap2,2525
2882,CKSAAP_SD.gap2,2525
2883,CKSAAP_SE.gap2,2525
2884,CKSAAP_SF.gap2,2525
2885,CKSAAP_SG.gap2,2525
2868,CKSAAP_RH.gap2,2525
2848,CKSAAP_QE.gap2,2525
2867,CKSAAP_RG.gap2,2525
2865,CKSAAP_RE.gap2,2525
2850,CKSAAP_QG.gap2,2525
2851,CKSAAP_QI.gap2,2525
2852,CKSAAP_QK.gap2,2525
2853,CKSAAP_QL.gap2,2525
2854,CKSAAP_QM.gap2,2525
2855,CKSAAP_QN.gap2,2525
2856,CKSAAP_QP.gap2,2525
2857,CKSAAP_QQ.gap2,2525
2858,CKSAAP_QR.gap2,2525
2859,CKSAAP_QS.gap2,2525
2860,CKSAAP_QT.gap2,2525
2861,CKSAAP_QV.gap2,2525
2862,CKSAAP_QY.gap2,2525
2863,CKSAAP_RA.gap2,2525
2864,CKSAAP_RD.gap2,2525
2866,CKSAAP_RF.gap2,2525
2967,CKSAAP_AN.gap3,2525
2968,CKSAAP_AP.gap3,2525
2969,CKSAAP_AQ.gap3,2525
3073,CKSAAP_HY.gap3,2525
3074,CKSAAP_IA.gap3,2525
3075,CKSAAP_ID.gap3,2525
3076,CKSAAP_IE.gap3,2525
3077,CKSAAP_IF.gap3,2525
3078,CKSAAP_IG.gap3,2525
3079,CKSAAP_IH.gap3,2525
3080,CKSAAP_II.gap3,2525
3081,CKSAAP_IK.gap3,2525
3082,CKSAAP_IL.gap3,2525
3083,CKSAAP_IM.gap3,2525
3084,CKSAAP_IN.gap3,2525
3085,CKSAAP_IP.gap3,2525
3086,CKSAAP_IQ.gap3,2525
3087,CKSAAP_IR.gap3,2525
3072,CKSAAP_HV.gap3,2525
3088,CKSAAP_IS.gap3,2525
3071,CKSAAP_HT.gap3,2525
3068,CKSAAP_HQ.gap3,2525
3053,CKSAAP_GQ.gap3,2525
3054,CKSAAP_GR.gap3,2525
3055,CKSAAP_GS.gap3,2525
3056,CKSAAP_GT.gap3,2525
3057,CKSAAP_GV.gap3,2525
3058,CKSAAP_GY.gap3,2525
3059,CKSAAP_HA.gap3,2525
3060,CKSAAP_HD.gap3,2525
3061,CKSAAP_HE.gap3,2525
3062,CKSAAP_HG.gap3,2525
3063,CKSAAP_HI.gap3,2525
3064,CKSAAP_HK.gap3,2525
3065,CKSAAP_HL.gap3,2525
3066,CKSAAP_HN.gap3,2525
3067,CKSAAP_HP.gap3,2525
3070,CKSAAP_HS.gap3,2525
3052,CKSAAP_GP.gap3,2525
3089,CKSAAP_IT.gap3,2525
3091,CKSAAP_IY.gap3,2525
3112,CKSAAP_LD.gap3,2525
3114,CKSAAP_LF.gap3,2525
3115,CKSAAP_LG.gap3,2525
3116,CKSAAP_LH.gap3,2525
3117,CKSAAP_LI.gap3,2525
3118,CKSAAP_LK.gap3,2525
3119,CKSAAP_LL.gap3,2525
3120,CKSAAP_LM.gap3,2525
3121,CKSAAP_LN.gap3,2525
3122,CKSAAP_LP.gap3,2525
3123,CKSAAP_LQ.gap3,2525
3124,CKSAAP_LR.gap3,2525
3125,CKSAAP_LS.gap3,2525
3126,CKSAAP_LT.gap3,2525
3127,CKSAAP_LV.gap3,2525
3111,CKSAAP_LC.gap3,2525
3090,CKSAAP_IV.gap3,2525
3109,CKSAAP_KY.gap3,2525
3107,CKSAAP_KT.gap3,2525
3092,CKSAAP_KA.gap3,2525
3093,CKSAAP_KD.gap3,2525
3094,CKSAAP_KE.gap3,2525
3095,CKSAAP_KF.gap3,2525
3096,CKSAAP_KG.gap3,2525
3097,CKSAAP_KH.gap3,2525
3098,CKSAAP_KI.gap3,2525
3099,CKSAAP_KK.gap3,2525
3100,CKSAAP_KL.gap3,2525
3101,CKSAAP_KM.gap3,2525
3102,CKSAAP_KN.gap3,2525
3103,CKSAAP_KP.gap3,2525
3104,CKSAAP_KQ.gap3,2525
3105,CKSAAP_KR.gap3,2525
3106,CKSAAP_KS.gap3,2525
3108,CKSAAP_KV.gap3,2525
3051,CKSAAP_GN.gap3,2525
3050,CKSAAP_GM.gap3,2525
3049,CKSAAP_GL.gap3,2525
2989,CKSAAP_DG.gap3,2525
2990,CKSAAP_DH.gap3,2525
2991,CKSAAP_DI.gap3,2525
2992,CKSAAP_DK.gap3,2525
2993,CKSAAP_DL.gap3,2525
2994,CKSAAP_DM.gap3,2525
2995,CKSAAP_DN.gap3,2525
2996,CKSAAP_DP.gap3,2525
2997,CKSAAP_DQ.gap3,2525
2998,CKSAAP_DR.gap3,2525
2999,CKSAAP_DS.gap3,2525
3000,CKSAAP_DT.gap3,2525
3001,CKSAAP_DV.gap3,2525
3002,CKSAAP_DY.gap3,2525
3003,CKSAAP_EA.gap3,2525
2988,CKSAAP_DF.gap3,2525
3004,CKSAAP_EC.gap3,2525
2987,CKSAAP_DE.gap3,2525
2985,CKSAAP_DA.gap3,2525
2970,CKSAAP_AR.gap3,2525
3813,OVP_Tiny_C1,2525
2971,CKSAAP_AS.gap3,2525
2972,CKSAAP_AT.gap3,2525
2973,CKSAAP_AV.gap3,2525
2974,CKSAAP_AW.gap3,2525
2975,CKSAAP_AY.gap3,2525
2976,CKSAAP_CA.gap3,2525
2977,CKSAAP_CD.gap3,2525
2978,CKSAAP_CE.gap3,2525
2979,CKSAAP_CF.gap3,2525
2980,CKSAAP_CK.gap3,2525
